index,EC,reaction,smiles,fully_covered
2979,2.1.2.11,"5,10-methylenetetrahydrofolate + 3-methyl-2-oxobutanoate + H2O =  tetrahydrofolate + 2-dehydropantoate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O + CC(C)C(=O)C(=O)O + O = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + CC(C)(CO)C(=O)C(=O)O,1
2980,2.1.2.13,"10-formyltetrahydrofolate + UDP-4-amino-4-deoxy-beta-L-arabinopyranose  = 5,6,7,8-tetrahydrofolate +  UDP-4-deoxy-4-formamido-beta-L-arabinopyranose ",C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)N = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)NC=O,1
2981,2.1.2.14,10-formyltetrahydrofolate + GDP-alpha-D-perosamine = tetrahydrofolate +  GDP-N-formyl-alpha-D-perosamine ,C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)N = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)NC=O,1
2982,2.1.2.2,10-formyltetrahydrofolate + N1-(5-phospho-D-ribosyl)glycinamide =  tetrahydrofolate + N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide ,C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C([C@@H]1[C@H]([C@H]([C@@H](O1)NC(=O)CN)O)O)OP(=O)(O)O = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C([C@@H]1[C@H]([C@H](C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O,1
2983,2.1.2.3,10-formyltetrahydrofolate +  5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide =  tetrahydrofolate +  5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC=O)C(=O)N,1
2984,2.1.2.4,5-formimidoyltetrahydrofolate + glycine = tetrahydrofolate +  N-formimidoylglycine ,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C(C(=O)O)N = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C(C(=O)O)N=CN,1
2985,2.1.2.5,5-formimidoyltetrahydrofolate + L-glutamate = tetrahydrofolate +  N-formimidoyl-L-glutamate,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C(CC(=O)O)[C@@H](C(=O)O)N = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C(CC(=O)O)[C@@H](C(=O)O)N=CN,1
2986,2.1.2.7,"5,10-methylenetetrahydrofolate + D-alanine + H2O = tetrahydrofolate +  2-methylserine ",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C[C@H](C(=O)O)N + O = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + CC(CO)(C(=O)O)N,1
2987,2.1.2.8,"5,10-methylenetetrahydrofolate + H2O + deoxycytidylate =  tetrahydrofolate + 5-hydroxymethyldeoxycytidylate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O + O + C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)CO)COP(=O)(O)O)O,1
2988,2.1.2.9,10-formyltetrahydrofolate + L-methionyl-tRNAfMet = tetrahydrofolate +  N-formylmethionyl-tRNAfMet ,C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
2989,2.1.3.1,(S)-methylmalonyl-CoA + pyruvate = propanoyl-CoA + oxaloacetate,C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + CC(=O)C(=O)[O-] = CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + C(C(=O)C(=O)O)C(=O)O,1
2991,2.1.3.11,carbamoyl phosphate + N2-succinyl-L-ornithine = phosphate +  N-succinyl-L-citrulline ,C(=O)(N)OP(=O)(O)O + C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN = [O-]P(=O)([O-])[O-] + C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N,1
2992,2.1.3.12,carbamoyl phosphate + decarbamoylnovobiocin = phosphate + novobiocin ,C(=O)(N)OP(=O)(O)O + CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)O)O = [O-]P(=O)([O-])[O-] + CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,1
2993,2.1.3.15,[biotin carboxyl-carrier protein]-N6-carboxybiotinyl-L-lysine +  acetyl-CoA = [biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine +  malonyl-CoA ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,0
2994,2.1.3.16,carbamoyl phosphate + (S)-(carbamoylamino)glycine = phosphate +  allantoate ,C(=O)(N)OP(=O)(O)O = [O-]P(=O)([O-])[O-] + C(C(=O)[O-])(NC(=O)N)NC(=O)N,0
2995,2.1.3.2,carbamoyl phosphate + L-aspartate = phosphate + N-carbamoyl-L-aspartate ,C(=O)(N)OP(=O)(O)O + C([C@@H](C(=O)O)N)C(=O)O = [O-]P(=O)([O-])[O-] + C([C@@H](C(=O)O)NC(=O)N)C(=O)O,1
2996,2.1.3.3,carbamoyl phosphate + L-ornithine = phosphate + L-citrulline ,C(=O)(N)OP(=O)(O)O + C(C[C@@H](C(=O)O)N)CN = [O-]P(=O)([O-])[O-] + C(C[C@@H](C(=O)O)N)CNC(=O)N,1
2997,2.1.3.5,carbamoyl phosphate + oxamate = phosphate + N-carbamoyl-2-oxoglycine ,C(=O)(N)OP(=O)(O)O + C(=O)(C(=O)O)N = [O-]P(=O)([O-])[O-] + C(=O)(C(=O)[O-])NC(=O)N,1
2998,2.1.3.6,carbamoyl phosphate + putrescine = phosphate + N-carbamoylputrescine ,C(=O)(N)OP(=O)(O)O + C(CCN)CN = [O-]P(=O)([O-])[O-] + C(CCNC(=O)N)CN,1
2999,2.1.3.7,carbamoyl phosphate + a 3-hydroxymethylceph-3-em-4-carboxylate =  phosphate + a 3-carbamoyloxymethylcephem ,C(=O)(N)OP(=O)(O)O = [O-]P(=O)([O-])[O-],0
3000,2.1.3.8,carbamoyl phosphate + L-lysine = phosphate + L-homocitrulline ,C(=O)(N)OP(=O)(O)O + C(CCN)C[C@@H](C(=O)O)N = [O-]P(=O)([O-])[O-] + C(CCNC(=O)N)C[C@@H](C(=O)O)N,1
3001,2.1.3.9,carbamoyl phosphate + N2-acetyl-L-ornithine = phosphate +  N-acetyl-L-citrulline,C(=O)(N)OP(=O)(O)O + CC(=O)N[C@@H](CCCN)C(=O)O = [O-]P(=O)([O-])[O-] + CC(=O)N[C@@H](CCCNC(=O)N)C(=O)O,1
3002,2.1.4.1,L-arginine + glycine = L-ornithine + guanidinoacetate,C(C[C@@H](C(=O)O)N)CN=C(N)N + C(C(=O)O)N = C(C[C@@H](C(=O)O)N)CN + C(C(=O)O)N=C(N)N,1
3003,2.1.4.2,L-arginine + 1-amino-1-deoxy-scyllo-inositol 4-phosphate = L-ornithine  + 1-guanidino-1-deoxy-scyllo-inositol 4-phosphate ,C(C[C@@H](C(=O)O)N)CN=C(N)N + [C@H]1([C@H](C([C@H]([C@@H](C1N)O)O)OP(=O)(O)O)O)O = C(C[C@@H](C(=O)O)N)CN + [C@H]1([C@H](C([C@H]([C@@H](C1N=C(N)N)O)O)OP(=O)(O)O)O)O,1
3004,2.1.4.3,L-arginine + L-lysine = L-ornithine + L-homoarginine ,C(C[C@@H](C(=O)O)N)CN=C(N)N + C(CCN)C[C@@H](C(=O)O)N = C(C[C@@H](C(=O)O)N)CN + C(CCN=C(N)N)C[C@@H](C(=O)O)N,1
3005,2.1.5.1,"(+)-sesamin + tetrahydrofolate = (+)-demethylpiperitol +  5,10-methylenetetrahydrofolate",C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6 + C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O = C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC(=C(C=C5)O)O + C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
3006,2.1.5.1,"(+)-demethylpiperitol + tetrahydrofolate = (+)-didemethylpinoresinol +  5,10-methylenetetrahydrofolate ",C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC(=C(C=C5)O)O + C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O = C1[C@H]2[C@H](CO[C@@H]2C3=CC(=C(C=C3)O)O)[C@H](O1)C4=CC(=C(C=C4)O)O + C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
3007,2.10.1.1,adenylyl-molybdopterin + molybdate = molybdenum cofactor + AMP + H2O ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C(=C([C@H]5[C@@H](O4)NC6=C(N5)C(=O)NC(=N6)N)S)S)O)O)N + [O-][Mo](=O)(=O)[O-] = C([C@@H]1C(=C([C@H]2[C@@H](O1)NC3=C(N2)C(=O)NC(=N3)N)[S-])[S-])OP(=O)(O)O.O=[Mo+2]=O + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N + O,1
3008,2.2.1.1,sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-ribose  5-phosphate + D-xylulose 5-phosphate,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O + C([C@H](C=O)O)OP(=O)(O)O = C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O,0
3009,2.2.1.10,"L-aspartate 4-semialdehyde + 1-deoxy-D-threo-hexo-2,5-diulose  6-phosphate = 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate +  2,3-dioxopropyl phosphate",C(C=O)[C@@H](C(=O)[O-])[NH3+] = C(C(=O)C=O)OP(=O)([O-])[O-],0
3010,2.2.1.11,"2-oxopropanal + D-fructose 1,6-bisphosphate = D-glyceraldehyde  3-phosphate + 1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate",CC(=O)C=O = CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O,0
3011,2.2.1.11,"2-oxopropanal + D-fructose 1-phosphate = D-glyceraldehyde +  1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate ",CC(=O)C=O + C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O = C([C@H](C=O)O)O + CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O,1
3012,2.2.1.12,pyruvate + (E)-oct-2-enal = (S)-3-acetyloctanal + CO2 ,CC(=O)C(=O)[O-] + CCCCC/C=C/C=O = CCCCC[C@@H](CC=O)C(=O)C + C(=O)=O,1
3013,2.2.1.13,apulose 4-phosphate + D-glyceraldehyde 3-phosphate = D-xylulose  5-phosphate + glycerone phosphate ,C(C(=O)C(CO)(COP(=O)([O-])[O-])O)O + C([C@H](C=O)O)OP(=O)(O)O = C(C(=O)COP(=O)(O)O)O,0
3014,2.2.1.14,6-deoxy-6-sulfo-D-fructose + D-glyceraldehyde 3-phosphate =  (2S)-3-sulfolactaldehyde + beta-D-fructofuranose 6-phosphate ,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)S(=O)(=O)[O-] + C([C@H](C=O)O)OP(=O)(O)O = C([C@H](C=O)O)S(=O)(=O)[O-] + C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O,1
3015,2.2.1.2,sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-erythrose  4-phosphate + D-fructose 6-phosphate ,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O + C([C@H](C=O)O)OP(=O)(O)O = ,0
3016,2.2.1.3,D-xylulose 5-phosphate + formaldehyde = D-glyceraldehyde 3-phosphate +  glycerone,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O + C=O = C([C@H](C=O)O)OP(=O)(O)O + C(C(=O)CO)O,1
3017,2.2.1.4,3-hydroxybutan-2-one + D-ribose 5-phosphate = acetaldehyde +  1-deoxy-D-altro-heptulose 7-phosphate ,CC(C(=O)C)O + C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O = CC=O + CC(=O)[C@H]([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O,1
3018,2.2.1.5,2-oxoglutarate + glyoxylate = 2-hydroxy-3-oxoadipate + CO2,C(CC(=O)O)C(=O)C(=O)O + C(=O)C(=O)[O-] = C(CC(=O)[O-])C(=O)C(C(=O)[O-])O + C(=O)=O,1
3019,2.2.1.6,2 pyruvate = 2-acetolactate + CO2,2 CC(=O)C(=O)[O-] = CC(=O)C(C)(C(=O)O)O + C(=O)=O,1
3020,2.2.1.7,pyruvate + D-glyceraldehyde 3-phosphate = 1-deoxy-D-xylulose  5-phosphate + CO2,CC(=O)C(=O)[O-] + C([C@H](C=O)O)OP(=O)(O)O = C(=O)=O,0
3021,2.2.1.8,L-threonine + fluoroacetaldehyde = acetaldehyde + 4-fluoro-L-threonine ,C[C@H]([C@@H](C(=O)O)N)O + C(C=O)F = CC=O + C([C@H]([C@@H](C(=O)O)N)O)F,1
3022,2.2.1.9,isochorismate + 2-oxoglutarate =  5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate + CO2 ,C=C(C(=O)O)O[C@H]1C=CC=C([C@@H]1O)C(=O)O + C(CC(=O)O)C(=O)C(=O)O = C(=O)=O,0
3023,2.3.1.1,acetyl-CoA + L-glutamate = CoA + N-acetyl-L-glutamate,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + C(CC(=O)O)[C@@H](C(=O)O)N = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + CC(=O)N[C@@H](CCC(=O)O)C(=O)O,1
3024,2.3.1.10,acetyl-CoA + hydrogen sulfide = CoA + thioacetate ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + S = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + CC(=O)[S-],1
3025,2.3.1.100,palmitoyl-CoA + [myelin proteolipid] = CoA + O-palmitoyl-[myelin  proteolipid] ,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,0
3026,2.3.1.101,"formylmethanofuran + 5,6,7,8-tetrahydromethanopterin = methanofuran +  5-formyl-5,6,7,8-tetrahydromethanopterin",C1=CC(=CC=C1CCNC(=O)CC[C@H](C(=O)[O-])NC(=O)CC[C@H](C(=O)[O-])NC(=O)CCC(C(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])OCC2=COC(=C2)CNC=O + C[C@H]1[C@@H](NC2=C(N1)N=C(NC2=O)N)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O = C1=CC(=CC=C1CCNC(=O)CC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)NC(=O)CC[C@@H]([C@@H](CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CN + C[C@H]1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O,1
3027,2.3.1.102,acetyl-CoA + N6-hydroxy-L-lysine = CoA + N6-acetyl-N6-hydroxy-L-lysine ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + C(CCNO)C[C@@H](C(=O)O)N = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + CC(=O)N(CCCC[C@@H](C(=O)O)N)O,1
3028,2.3.1.103,"2 1-O-sinapoyl-beta-D-glucose = D-glucose +  1,2-bis-O-sinapoyl-beta-D-glucose ",2 COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O = C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O + COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)/C=C/C3=CC(=C(C(=C3)OC)O)OC)CO)O)O,1
3029,2.3.1.105,acetyl-CoA + 1-alkyl-sn-glycero-3-phosphate = CoA +  1-alkyl-2-acetyl-sn-glycero-3-phosphate ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,0
3030,2.3.1.106,sinapoyl-CoA + 2-hydroxymalonate = CoA + sinapoyltartronate ,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)O + C(C(=O)O)(C(=O)O)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC(C(=O)O)C(=O)O,1
3031,2.3.1.107,acetyl-CoA + deacetylvindoline = CoA + vindoline ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2O)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C,1
3032,2.3.1.108,acetyl-CoA + [alpha-tubulin]-L-lysine = CoA +  [alpha-tubulin]-N6-acetyl-L-lysine ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,0
3033,2.3.1.109,succinyl-CoA + L-arginine = CoA + N2-succinyl-L-arginine,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O + C(C[C@@H](C(=O)O)N)CN=C(N)N = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N,1
3034,2.3.1.11,acetyl-CoA + 2-aminoethanethiol = CoA + S-(2-aminoethyl)thioacetate ,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + C(CS)N = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,0
3035,2.3.1.110,feruloyl-CoA + tyramine = CoA + N-feruloyltyramine,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O + C1=CC(=CC=C1CCN)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O + COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O,1
